full_text,user_id,user_name,user_location
豪総選挙、与党保守連合が下院過半数獲得の見込み＝アナリスト https://t.co/F4qoNWUsNU,8.51E+17,くろ٩(╹⌓╹ )۶',日本
@AnimalsAus Unfortunately not in Australia now that we have the same govt with the same old attitudes and an election that was rigged,1576940652,Mark Noble,6th Generation Australian - Ex Digger ADF
@AdamBandt Sorry Adam but Labor is now seen as anti jobs and workers in many parts of Australia. In fact I know some union members who vote LNP. I'm a lefty unionist who supports Adani and mining in general I also support increasing renewables.,163303317,B_Sharp,Sydney
Australia's conservative coalition secures parliamentary majority https://t.co/9WIoCuJT7P https://t.co/J2SCwijqG0,1652541,Reuters Top News,Around the world
"Conservatives look set to form gov't after Australia vote

https://t.co/v8MmyGzCxE",88458875,MAGA MANIAC,las vegas 
[ニュース]ロイター トップ! 豪総選挙、与党保守連合が下院過半数獲得の見込み＝アナリスト https://t.co/UVltp1iUI9,105160713,sougou_news,tokyo
"Not often you hear of betting agencies losing. Whoever made this decision probably will also 'lose'.

""Bookies were so convinced Bill Shorten was going to win that they paid out $1.3 million to punters before a single vote was counted. Then Bill... https://t.co/JIy9Chxtcc",823875398,David Forde,
豪総選挙、与党保守連合が下院過半数獲得の見込み＝アナリスト １８日に投開票された豪総選挙は、モリソン首相率いる与党・保守連合が下院（定数１５１）で単独過半数を獲  https://t.co/MpDPb93u5y,839296430,バイナリーオプション入門,
Australia's conservative coalition secures parliamentary majority https://t.co/haANyt9HKf #topNews https://t.co/GA5oXyiqcm https://t.co/NkPcshyCIP,241110794,Manfred Rosenberg,Canada
豪総選挙、与党保守連合が下院過半数獲得の見込み＝アナリスト https://t.co/jkNLBmVawe 2019-05-20 12:31:51,109115708,ロイター　トップニュース,
@francesmao https://t.co/HDXn4C0IAk,361514032,Paul Karp,"Canberra City, Canberra"
Election 2019: Blaming Queensland Won’t Fix Australia – Junkee https://t.co/t8SQxQVclB https://t.co/JeR31dkhfe,299536013,Politics Informer,Washington
The most urgent issue on Morrison’s list is giving tax relief to the top end of town.  You get what you vote for Australia.  Welcome to your Trump’s Oligarchy down under.,154862184,💧Gabrielle M.Rose,Brisbanej
豪総選挙、与党保守連合が下院過半数獲得の見込み＝アナリスト https://t.co/TTOPqPz3Fu https://t.co/OFQiDvStuZ,159002781,ロイター ビジネス,"Tokyo, Japan"
"@samdastyari Unfortunately for us all, this last election has proved how conservative Australia actually is. A female will not be elected PM again until we have made significant progressive strides. Albo probably is the way to do that. I am a Feminist, bu",1453399945,Sunny Gidget,
"Australia's conservative coalition secured an outright parliamentary majority on Monday following a shock election victory, allowing Prime Minister Scott Morrison to progress his legislative agenda without the support of independents.

""Australia's conse… https://t.co/JjKEqabMGn",189575751,kristoferkawas,"Washington, DC"
"Exit Poll Results 2019; Lok Sabha Election LIVE Updates: 56 exit polls proved wrong in Australia last week, tweets Shashi Tharoor - Firstpost https://t.co/kzchEglDoF",2758656962,openderkrishandhar,
Conservatives look set to form gov't after Australia vote https://t.co/aPKbwu6y4C,1.02E+18,TOP NEWS BREAKING📰,"USA, Worldwide"
Well. How is campaigning on climate working for you? https://t.co/vmTkgPq0ou,9.60E+17,Scott Fischer,"Ontario, CA"
Australia election: Scott Morrison vows to get back to work after shock victory - https://t.co/m8P751D6IK,111243545,ahmed elderawi,http://kolakhbar.com
"Not just Qld. All of rural Australia, like 3 blind mice, has voted to follow the farmer’s wife. Only a knife awaits them. Question to self: what can we do now?
Answer: think global, act local https://t.co/GTX9Q5JeRm",1.08E+18,maxbrinsmead,
"Michael McCormack is already singing from the lobbyists songsheet...

[On climate] ""I think the people trust us to do practical, sensible measures without de-industrialising Australia""

Sensible: @MineralsCouncil 
De-industrialising: @BCAcomau 
https://t.co/SGRcBBgYOs",1404924151,Dan Gocher,Darug country
Conservatives look set to form gov’t after Australia vote | Fox News https://t.co/tADsMN3NO9,9.83E+17,Patriotify: The social network built by America.,United States
"@RitaPanahi No ... this election isn't *Australia's* Trump or Brexit moment ...
It's the media's!
In fact, all those events were epic media fails.",2647308757,Brian Bellia,
Federal election 2019: Kerryn Phelps concedes Wentworth to Dave Sharma – politics live https://t.co/CGXnF9jaaz,1.02E+18,skiahmed on #fiverr,Pakistan
Australia's conservative coalition secures parliamentary majority https://t.co/i9H9KpsN8X https://t.co/79hC6pdQ5A,8.39E+17,Trendfeed,
Conservatives look set to form gov't after Australia vote Prime Minister Scott Morrison looks set to form a majority government as counting of votes from Australia's election allays fears his conservative coalition may have to rule in the minority. https://t.co/mWuGCXumG6 ►…,3091809107,NEWS 2018,
"""It's brutal."" What happens in Parliament House the week after the election. https://t.co/BliUG4uaWQ",2935696699,peter voss,kwr. swamp
"Australia's ruling conservative coalition is set to secure a governing majority in its shock election victory over the center-left Labor Party, the national broadcaster ABC projected. #AustralianLaborParty #ConservativeParty #WorldNews https://t.co/fvyd30zBDS",330826792,Rappler,Philippines
Federal election 2019: Kerryn Phelps concedes Wentworth to Dave Sharma – politics live https://t.co/yAOqcflzYZ,3059457425,Global Analytica,Worldwide
"BBC News - 2019 Australia election: Morrison's coalition close to shock majority
https://t.co/VjmSx0H6Rn",8.63E+17,Chowkidar Sunil,
Palmer stole the election by plonking $80 million on the table at the last minute aided and abetted by Ad Man Morrison. He flooded votes into the system in a number of ways and so did Hanson.  Palmer did not want a seat! Australia has sunken to new low level of American politics https://t.co/qASi79CIrA,755230592,Denise Brailey,Western Australia
Federal election 2019: Kerryn Phelps concedes Wentworth to Dave Sharma – politics live https://t.co/jBQLDfRgaE,92484856,PIPELINEPETE,"Brisbane, Queensland"
"@RadioNational Greed and self-interest won this election. Landlords, wealthy retirees and the miners put themselves above the common good, the future for the young and the environment. Not the Australia I used to love.",224448704,christine tiley,Nana Glen NSW
"@JaneWri82466257 To win an election, in the US or Australia, the message has to be simple.",227478142,Matt Murphy,🌏
Australia's conservatives set to secure majority government: Election analysts project PM Scott Morrison's coalition will hold at least 77 seats in the 151-member lower house. https://t.co/9swwFvzdW3,1898083759,Ultrascan HUMINT,
Federal election 2019: Kerryn Phelps concedes Wentworth to Dave Sharma – politics live https://t.co/YVLWEBxVJa https://t.co/VAOtQQsPR2,4326847217,All the News,Planet Earth
Conservatives look set to form gov't after Australia vote,7.43E+17,Elaine Auzenne,United States
Conservatives look set to form gov't after Australia vote,7.45E+17,Cindy Williams,"Missouri, USA"
Conservatives look set to form gov't after Australia vote,7.43E+17,Renee A. McCoy,"California, USA"
"‘Complete shock’: Australia’s prime minister holds onto power, defying election predictions - The Washington Post https://t.co/CU9KEZgba9",130823205,Noé Hernández Cortez,"México, D.F."
"@vanbadham Greens 10% of vote equates to 1 seat, relative to 33 seats for Nats/LNP with roughly same number (13.4%) of votes.  Vested interests in rural Australia regardless of policy determines outcome.  It’s a scam.  It’s not democracy.  Shame. http",1.10E+18,Robin Hamilton Coates,Australia
"This Week Indonesia President Election Result will be announce. Please help control our safety. Dear Australia Military, @USA, @UN please give some interest to keep safety of Indonesia's region This Week.
I am afraid there will be occurrence bad things like in May 1998.
Thank you",1.01E+18,진요셉,
Federal election 2019: Kerryn Phelps concedes Wentworth to Dave Sharma – politics live https://t.co/5F3HNoCtGd,8.32E+17,Newsbotter,London
"About to meet the man behind One Nation’s best result in Australia. Stuart Bonds scored about 22% of the primary vote in the once-safe Labor seat of the Hunter. And with more votes to be counted, he says it’s not over yet. @nbnnews @9NewsAUS Details at 6. https://t.co/x89kRLy20n",234593645,Jane Goldsmith,"Newcastle, Australia"
Federal election 2019: Kerryn Phelps concedes Wentworth to Dave Sharma – politics live | Australia news | The Guardian https://t.co/fRz4jFUjUO,1899126840,Janice Aileen Martin,
Australia's conservative coalition secures parliamentary majority - Reuters https://t.co/IUBrVVygcC,408268854,Yakov Koltovskoy,Israel.Ashdod
"Vice-President #VenkaiahNaidu said the #ExitPolls are not ""exact polls"" and ""since 1999, most exit polls have gone wrong"". 

Follow LIVE updates on #ExitPoll2019: https://t.co/fUGHs5Q5pq https://t.co/LC3yNYZt3A",256495314,Firstpost,"Mumbai, India"
After the climate election: shellshocked green groups remain resolute | Australia news | The Guardian https://t.co/jfakObVQyZ,1899126840,Janice Aileen Martin,
"“The new Morrison government has a wafer-thin mandate and no policy platform to speak of. The best-case scenario is that, like the minority Gillard Government, Morrison gets a lot done. The worst case is something like Turnbull’s 2016 term” https://t.co/HSq4pBOATb",70582416,Able Dart / indopacificmonitor.com,San Francisco
"“It’s election day.

I’ve managed to escape Australia’s compulsory voting scheme by moving to London, only to receive monthly letters telling me to pay a TV licensing fee, despite not having a TV.” https://t.co/naNHqgTUNQ",8.50E+17,Daily Reckoning Au,Australia
"I'm staying. Australia is my home, regardless of the election results. 
We need to regroup and make sure the govt actually governs. https://t.co/9U1aGc1HYx",106668757,💧Wendy Wilkinson 🐆,"Rural NSW, Australia"
Australia’s democracy also counts on a strong party for the workers. Why didn’t workers vote for their party? ALP needs to shake off their political correctness. It needs to stop being nice and gentrified. Their voters couldn’t identify with them. https://t.co/tMf7WBujre,1.10E+18,Rosie,"Perth, Western Australia"
Conservatives look set to form gov't after Australia vote https://t.co/xQg3gugNqY,107150361,Fábio,São Paulo
HEADLINES: Conservatives look set to form gov't after Australia vote https://t.co/53LB2LyFOS,23788966,Talk 1370,"Austin, Texas"
@benoobrown trust me sis u don't want to come to Australia rn ... the coalition just won the election and we're all trying to set ourselves on fire,3244789573,Layne Pepper,Australia
Waa dad gob ah innagu waa dooran lahey sida Muse Bihi Abdi oo kale;cunsurinimada iyo naceyb dadkan horumaray waa ogyahihiin inaan waxba lagu noqon! https://t.co/3TVWfjb7ZI,2787150395,Suleiman Abdulkadir,Europe
"Scott Morrison and the closing of the doors of perception. Sorry, rebels. This struggle is going to take more than just love, understanding and… #ExtinctionRebellion https://t.co/9t4nDwMpDR",1179710990,OccuWorld ❌,Earth
@Kattavernd Australia's conservatives set to secure majority government Election analysts pr  https://t.co/iF6cQUC3d3,2165413558,Tonatiuh,Holbox Island
@FryskeFreon Australia's conservatives set to secure majority government Election analysts pr  https://t.co/xJUZxK0IQq,1559354076,Seosamh [SHO-suv],
@Meshel_Laurie Lol nothing like a socialist throwing their toys out of the cot and not accepting the decision of the Majority. Fact almost 2 thirds of the voters didn’t vote for labor.  If Australia and Australians are so bad no one is keeping you here ,1.09E+18,Cambo TV,"Brisbane, Queensland"
"@fitzhunter ""@AustralianLabor needs to listen to regional Australia"" Here is what they were saying in the lead up to the election - its still relevant. @RegionalAus @gabriellechan @endofthebitumen @GeorgieSomerset @frankelly08 @AgForceQLD @NationalFarmers",1373078971,Nicole Bond,Longreach
It Was Supposed to Be Australia’s Climate Change Election. What Happened? https://t.co/3WbtWFDHkM,531964992,Vote4Nature,
"While everyone's discussing polls, worth looking at NZ company Zavy that analyses social media data.

It found Coalition was ahead on net sentiment the whole election but widen gap in last week with sentiment of +23% against Labor’s +15%.

https://t.co/iSCmkPhikM https://t.co/IrIHxEOEBZ",25297301,Alice Workman,Canberra + Sydney
